language,location,message
en,,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
fr,"Paris, France",The Images That Could Help Rebuild Notre-Dame Cathedral https://t.co/ZP8sv4KV0c https://t.co/iOL1Zgdusk
en,Village gaulois ,"Miracle !
#NotreDame 
https://t.co/WenYseOTP3"
en,Paris / London,"If anything good can come from the tragedy of #NotreDame, and the recent fire at #SaintSulpice, it's an awareness o… https://t.co/V6AU0B7z8o"
en,"London, England",3D scans will allow to rebuild Notre Dame de Paris. https://t.co/WFduFAhL4b
en,"Orange, NJ, USA",People wept over Notre Dame for the same reason that a patriotic American would weep if Fort McHenry — the fortress… https://t.co/jaSXYqtqDx
fr,"Paris, France",People Watched In Horror And Sadness As A Fire Tore Through The Notre Dame Cathedral https://t.co/8ydZLtJFQi https://t.co/0c42yCAogD
en,Corn,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,🚲🚗🏨🛏,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
it,,RT @VogueParis: The support is only getting stronger. https://t.co/i7mmmRkkF7 https://t.co/eCCRZQJspU
en,The Bible,RT @VogueParis: The support is only getting stronger. https://t.co/i7mmmRkkF7 https://t.co/eCCRZQJspU
fr,"Paris, France",Fire at #NotreDame Cathedral: Live updates https://t.co/tcRtqPcJ0H https://t.co/23vcRSL5mF
en,"Brisbane, Queensland",RT @dominic_apold: Explosion in an apartment building in the 18th district (arrondissement) of Paris happened a few hours before Notre Dame…
en,"De Pere, WI","RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,The Indo-European Homeland,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
en,your moms,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,Belfast,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
it,Tuscany Italy,RT @dominic_apold: Explosion in an apartment building in the 18th district (arrondissement) of Paris happened a few hours before Notre Dame…
en,United States,RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,USA,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"Inverness, Scotland",RT @stephengbrown: Statement on #NotreDame from @Oikoumene member United Protestant Church of France @EPUdF https://t.co/9Bpcq81Ncq
de,,RT @stephengbrown: Statement on #NotreDame from @Oikoumene member United Protestant Church of France @EPUdF https://t.co/9Bpcq81Ncq
en,,RT @stephengbrown: Statement on #NotreDame from @Oikoumene member United Protestant Church of France @EPUdF https://t.co/9Bpcq81Ncq
en,"Québec, Canada",Explosion in an apartment building in the 18th district (arrondissement) of Paris happened a few hours before Notre… https://t.co/AofoNtQpmD
en,"Norfolk, Nebraska","Worth a read. Great piece by @DouthatNYT 

https://t.co/yjfGQCR4pe"
en-gb,"Lisbon, Portugal","RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,"London SW, England","Dans le ventre de l'Orgue de Notre-Dame
It will surely come back.. but here to remind us of what has been lost ( mi… https://t.co/xDVGDS0kmp"
en,Johannesburg South Africa,"RT @incunabula: Monsigneur Philippe Marsset, Vicar-General of the Archdiocese of Paris: ""Inside everything is flooded, charred, damaged. Th…"
fr,Sunnydale,RT @VogueParis: The support is only getting stronger. https://t.co/i7mmmRkkF7 https://t.co/eCCRZQJspU
en,Johannesburg South Africa,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
en,"Prospect, Ohio",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,CANADA,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
fr,Novalaise,France’s Macron vows to rebuild Notre Dame Cathedral within 5 years https://t.co/G29JSNWCpE
fr,"Paris, France",The support is only getting stronger. https://t.co/i7mmmRkkF7 https://t.co/eCCRZQJspU
pl,Poland,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
es,,"RT @Hasardevi: Audrey Hepburn, Cary Grant, Notre Dame (Charade, 1963)💔 https://t.co/ByJkeMsBIv"
en,Stanford University,"RT @elebrundamiens: Now let’s rebuild #NotreDameCathedral! 
Tax-deductible donations can be made to the Friends of Notre-Dame de Paris, a 5…"
en,Latvia,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
sv,Stockholm,RT @TheLocalFrance: Paris: First images emerge of inside of fire-ravaged Notre-Dame Cathedral https://t.co/kaaQBR5ngt https://t.co/czIqhGIy…
en,USA,RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
fi,Suomi,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
it,Italy - University of Padua,It does not seem true. It arrived. The French most beautiful monument gone. Some human faliure too: https://t.co/1OubaBp8ls
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"omaha, ne","RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"Hamilton, NY","The 11th and 12th century rose windows have been saved...

https://t.co/0OxdC8YHrx"
en-gb,,"Amazing tribute by Jean-Luc Melenchon to Notre Dame.

https://t.co/hArBjvgCcj"
en,,RT @aravosis: Le Monde has some amazing interactive before-and-after shots of Notre Dame. I’m pleasantly shocked by how much is still there…
en,"Richmond, Virginia",RT @eksymons: Extraordinary. The Gallic rooster that sat atop the Notre-Dame de Paris spire before it collapsed in the blaze has been recov…
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,"RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,"Iowa, United States",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,"Pittsburgh, PA",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
es,"Valencia, España",@AntonGTorres @incredulia @Alfaguara_es @TusquetsEditor @edicionesiruela @Planetadelibros @AnagramaEditor… https://t.co/zYr55jIBzg
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,The World ,RT @ProtecttheFaith: Hero priest went into the blazing Notre-Dame with firefighters to save the Blessed Sacrament and the Crown of Thorns…
en,Scotland,"RT @PSG_English: The Paris Saint-Germain family will provide long-term support for the reconstruction of Notre-Dame de Paris.

For more inf…"
fr,,"RT @charlieburgond: Pour reconstruire  #NotreDame : 
 👉 https://t.co/roXzBrCtjx  
👉 https://t.co/MPcMhhDbwP 
 👉 https://t.co/fkwxmY11mv ……"
en,"Alamogordo, NM",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
fr,,"Pour reconstruire  #NotreDame : 
 👉 https://t.co/roXzBrCtjx  
👉 https://t.co/MPcMhhDbwP 
 👉 https://t.co/fkwxmY11mv… https://t.co/mTGzDLVeDV"
en,Australia,"RT @le_Parisien: About #NotreDameFire : 
- Fire under control and «partially» put out at 3:30 pm, fire services said
- Cathedral's roof is…"
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,RT @TGranicAllen: Say a prayer of thanksgiving for Fr. Fournier who rescued the Blessed Sacrament &amp; The Crown of Thorns in #NotreDame. Prev…
en,"Nairobi, Kenya","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,Belgrade,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
fr,PariS,La dette hein ... isf ... https://t.co/ekyEHMFwC9
en,"Bath, England","RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,"Los Angeles, CA",Paris: First images emerge of the inside of fire-ravaged Notre-Dame Cathedral. https://t.co/s3vp1e7nap
en,"Lindsborg, KS",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,K Town 📍,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"Irondale, AL",RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en,"Stamford, Connecticut, USA","Catholic priest Jean-Marc Fournier, Chaplain of Paris Fire Brigade, saved the Blessed Sacrament and the reliquary c… https://t.co/nlep2FreFs"
fr,Québec,"RT @Jeff__yates: @TarekFatah That's a fireman, Tarek. 

The video was filmed well after the catheral «caught fire», as the fire crews were…"
en,Europe - US,"RT @elebrundamiens: Now let’s rebuild #NotreDameCathedral! 
Tax-deductible donations can be made to the Friends of Notre-Dame de Paris, a 5…"
en,Halifax NS,"Thinking @lemondefr's interactive is more telling than @washingtonposts...what do you think, @kingsjournalism? (thr… https://t.co/jAbJxzwV2K"
en,"Fort Worth, TX","RT @PeterSokolowski: The heads of 21 statues and fragments of others were found.

https://t.co/dGZgzkbH1V"
en,"San Francisco, typically","RT @elebrundamiens: Now let’s rebuild #NotreDameCathedral! 
Tax-deductible donations can be made to the Friends of Notre-Dame de Paris, a 5…"
en,"New Delhi, India",RT @VogueParis: The Pinault family has pledged its support in the reconstruction of Paris' architectural jewel. https://t.co/ujV9z3iNcf #No…
en,,"Striking images of the inside of Notre Dame after the fire, as Macron vows it will be rebuilt within 5 years… https://t.co/e7i1F7KATd"
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,England,Crowdfunding for #NotreDame -  https://t.co/IiJBCNcmSs #NotreDameCathedralFire #Dartagnan
en,"England, United Kingdom",RT @Jake_Hanrahan: Firefighters at Notre Dame. Incredible photo by Yoan Valat. https://t.co/2CYqge6NRK
en,,"RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,"NY, NY",RT @dpfunke: .@decodeurs created interactive photos comparing the Notre Dame before and after yesterday's fire https://t.co/uvN8coFlSd
fr,Montreal,"@TarekFatah That's a fireman, Tarek. 

The video was filmed well after the catheral «caught fire», as the fire crew… https://t.co/US65soUGtb"
en,"Toronto & London, ON","RT @uStMikes: A @CBCNews article inventoried what’s been lost, saved, and what hasn’t yet been accounted for in the cathedral. John Paul Fa…"
en,,"RT @Toadsanime: Assassin's Creed Unity's accurate replica model of the Notre-Dame Cathedral could help the rebuilding effort:

https://t.co…"
en,"Chapel Hill, NC",RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
fr,Novalaise,Notre-Dame fire: Cathedral saved within crucial half hour https://t.co/y4vHINEKl2
en,"""Peter Sokolowski, with his bold eyebrows and undeniably smooth and shapely head, is the face of Merriam-Webster."" --The New Yorker","The heads of 21 statues and fragments of others were found.

https://t.co/dGZgzkbH1V"
fr,Hautes-Pyrénées,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,,RT @JaneLytv: @notredameparis 20. People have been claiming this video shows everyone from an imaam to a yellow vester to everyone in betwe…
en,"St Petersburg, FL",.@decodeurs created interactive photos comparing the Notre Dame before and after yesterday's fire https://t.co/uvN8coFlSd
en,Italy,RT @VogueParis: The Pinault family has pledged its support in the reconstruction of Paris' architectural jewel. https://t.co/ujV9z3iNcf #No…
fr,"San Francisco, CA","Now let’s rebuild #NotreDameCathedral! 
Tax-deductible donations can be made to the Friends of Notre-Dame de Paris,… https://t.co/zLUhLF6B6I"
es,,RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en,probably journaling,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
fr,Novalaise,Michelle Obama was on a Paris cruise when Notre Dame caught fire https://t.co/XuHoaAQe6S
pt,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,The Bible,"RT @VogueParis: The luxury group has commited to help in the reconstruction of the ""symbol of France, its heritage and its unity.""  https:/…"
en,,"RT @AndyBCampbell: Ok, ""ever"" is too strong a word here. He *was* a deputy mayor of Neuilly, elected in 2008. Then, he was convicted of def…"
en,,"RT @le_Parisien: About #NotreDameFire : 
- Fire under control and «partially» put out at 3:30 pm, fire services said
- Cathedral's roof is…"
en,France,RT @I_Yves_I: @TIME Thanks to Colossus guides by firefighters https://t.co/17YnA0dasU
en,"Burbank, CA","RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"West Hollywood, CA",I have ideas! #NotreDamedeParis Donate - Friends of Notre-Dame de Paris https://t.co/CZvHKoSEHD via @notredameparis
en,"Calera, Alabama","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
fr,"Paris, France",The Pinault family has pledged its support in the reconstruction of Paris' architectural jewel. https://t.co/ujV9z3iNcf #NotreDameDeParis
en,harry styles tpwk,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
fr,,"@EndgamePanacea @HenryMakow Notre Dame d'Afrique (your pic) is a basilica build in 1858, a modern construction comp… https://t.co/NBHZ79uYrZ"
en,,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
it,"Campi Bisenzio, Toscana","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,Worldwide,"RT @BonVoyageurs: Cathedrale Notre Dame de Paris
We mourn the damage, applaud the will to rebuild and demand a complete explanation
https:/…"
en,"Warszawa, Polska","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,Washington DC/London/New York,"RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en-gb,"Hertfordshire, England","RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"SW Arkansas, USA","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,,RT @ChrChristensen: Great news from #NotreDame that all 3 of the famous rose stained glass windows survived the fire. https://t.co/JpUm8aEu…
en,"York and Congleton, England","RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,,@troutbum61 Here's a confirmation it's real and an interview with the photographer. https://t.co/gKr36wQmqm
en-gb,"England, United Kingdom","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,"Texas, USA","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
it,,"RT @FactcheckEU: There are about 2 acts of vandalism against churches every day in France, including satanic, neo-nazi, anarchist or Islami…"
en,"London, UK","RT @pierrebri: Le Monde on what was lost, and what was rescued in the Notre-Dame fire https://t.co/cYcJBuSYTk"
en,"Cypress, CA","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en-gb,,Great Respect for Fr.Fournier who risked his life to rescue much of the antiquities from Notre Dame 👍
pt,Tatui SP,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
it,,"RT @FactcheckEU: 4. Yes, this photograph is real. It's a matter of perspective. @CheckNewsfr interviewed the photographer: https://t.co/Fdh…"
en,"Preston, Lancashire",RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en-gb,"London, England",RT @RimSarah: The Rector of the Mosque of Lyon calls French Muslims to actively contribute to the national campaign to rebuild #NotreDameDe…
en,The Big 🍎 ,"(3) French labour laws: Working time and leave
https://t.co/5qtyXFFw1r

DEVELOPING….. French Media Confirms There W… https://t.co/r67BtjxXCh"
en,,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"Greenwich, UK",RT @eksymons: Extraordinary. The Gallic rooster that sat atop the Notre-Dame de Paris spire before it collapsed in the blaze has been recov…
en,,RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en,Canada,RT @RickAnderson: Good interactive photos of Notre-Dame de Paris. https://t.co/dxVyIhv66e
en,"Braunschweig, Germany",RT @TheLocalFrance: Paris: First images emerge of inside of fire-ravaged Notre-Dame Cathedral https://t.co/kaaQBR5ngt https://t.co/czIqhGIy…
en,,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,60093,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,"Notre Dame, IN",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,Uganda,RT @EWTN: May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral. For Fr. Pascha…
en-gb,,"RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
en,,@NXRZL @yashar @benshapiro Here's an article confirming that it is real: https://t.co/gKr36wQmqm
en,"Birmingham, Alabama",May Our Lady's sorrow be turned into joy once more with the cause of the resurrection of the Notre Dame Cathedral.… https://t.co/Hx8AF2vAmN
en,,"RT @incunabula: If you read French, this is @lemondefr's live coverage.
https://t.co/1T0TsTe3S7"
en,,@simone257 Confirmation and discussion with the photographer: https://t.co/gKr36wQmqm
en,The Big 🍎 ,"(2)  Le Bras Freres
https://t.co/AowMLLGaf3

A Lorraine enterprise was working on the Notre-Dame spire; a Doubs fam… https://t.co/UKsQXNxiZk"
en,"flagstaff, az & south bend, in",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,Cloquet/Duluth/Minneapolis,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,"Winterbach, Germany",RT @ChrChristensen: Great news from #NotreDame that all 3 of the famous rose stained glass windows survived the fire. https://t.co/JpUm8aEu…
en,La Lune,RT @benedictevans: Notre Dame before and after Viollet-le-Duc’s 19th century reconstruction. https://t.co/knVg3YKyJz https://t.co/6CHzF7HkaQ
fr,France,RT @I_Yves_I: @TIME Thanks to Colossus guides by firefighters https://t.co/17YnA0dasU
en,,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
pt,,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
en,,"The outpouring of support for rebuilding Notre Dame Cathedral is incredible. If you want to donate, you can using t… https://t.co/7BmWzrIthi"
en,"Cali, Colombia ",RT @redlipsroyalty: Ok but fr y’all being too dramatic bout notre dame
en,,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,"London, UK","RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
en,Kennedy close,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"Illinois, USA",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,San Francisco,"@JasonSCampbell “That stain glass window is irreplaceable.” 
The stain glass window is still there. 

https://t.co/FWS0Gxv3AD"
hr,Zagreb,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
fr,"Aix-la-Chapelle, Allemagne","In one day, almost €600 million promised for Notre Dame
- B. Arnault (LVMH) : 200
- L’Oréal : 200
- F. Pinault (Ker… https://t.co/fBgJHxai15"
en,"Paris, France",Video game Simulacrum to the rescue.  #notredame https://t.co/6WfkGKMcIb
en,London,"Le Monde on what was lost, and what was rescued in the Notre-Dame fire https://t.co/cYcJBuSYTk"
en,"Los Angeles, CA",Must read #NotreDame #reconstruireNotreDame https://t.co/S1UQLLiDlt
en,Canada,"#NotreDame: From searing emotion to the future rebirth of a World Heritage Site: https://t.co/NPujlCtm5T
(via @FR_Conversation)"
en,"Connecticut, USA","RT @CatholicHerald: Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however much…"
es,,RT @FactcheckEU: #NotreDameFire Here's why firefighters are not using water bomber planes: https://t.co/4T7eL7z0do https://t.co/AHk8jxdplV
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,"RT @DefendEvropa: 🇫🇷France: 'French billionaires pledge hundreds of millions to help rebuild Notre-Dame'

https://t.co/SqMIi5i5s2"
en,,"RT @incunabula: Further confirmation just in from @LeHuffPost that all three of the Rosaces have been saved.
https://t.co/28KSQ0uJSt"
en,"Sherman Oaks, California","RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
fr,"Paris, les vignes, le Monde...",Victor Hugo's Hunchback of #NotreDame Sales Soar on Amazon France https://t.co/NuK16oNvmG
en,The humid part of Texas!,"Good morning,

Thank you for your message.
You can contribute on the Friends of Notre-Dame website :… https://t.co/Nt4FIE18Ho"
en,"Fairfax, VA",Fr Stefan reflection on Notre Dame Mary and Disney https://t.co/u8CI5n39sj
fr,New York,"RT @FIAFNY: We are at a loss for words and completely heartbroken by the #NotreDameCathedralFire. To those wondering how to help, you can d…"
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,San Jose,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
pt,"Rio de Janeiro, Brasil",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,"Lancaster, PA","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"Paris, France","RT @RFI_En: French President Emmanuel #Macron wants to rebuild #NotreDame within five years after #NotreDameCathedralFire 
https://t.co/rGU…"
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,"I am really proud of my hometown these days! We never forget how these capitals in Europe (Paris, Brussels, Rome, L… https://t.co/ii4rFQmzag"
en,"Elkhart, IN",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,"Sub Boib, NY","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,World,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
ja,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,RT @TGranicAllen: Say a prayer of thanksgiving for Fr. Fournier who rescued the Blessed Sacrament &amp; The Crown of Thorns in #NotreDame. Prev…
en,Down the Hall and to the Left,"RT @business: “The Hunchback of Notre-Dame,” by Victor Hugo, jumped to first place on the bestseller list of Amazon France after a fire rav…"
en,"Fort Worth, TX","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"Bloomington, IN","RT @JerryDunleavy: The rose windows at Notre Dame Cathedral have survived.
https://t.co/GxGjO9xawi"
en,"New York, USA","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,,"Notre Dame will rise again, and will be a living church, says Fr Benedict Kiely. It will not be a museum, however m… https://t.co/7cgSPhgn8H"
en,,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,"South Bend, IN",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,atx,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"Paris, France",French President Emmanuel #Macron wants to rebuild #NotreDame within five years after #NotreDameCathedralFire… https://t.co/ctbHhAUqGn
en,,"RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,,RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,,"RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,,"RT @OKnox: If you happen to be in Paris, and had planned to visit Notre Dame, one alternative: Chartres. It's only about an hour by train f…"
en,"Overland Park, KS",RT @NotreDame: “We join in prayer with the faithful of the Cathedral of Notre-Dame in Paris and all of France as they begin the work of reb…
en,Paris ,undefined https://t.co/GOCaW890iL
en,At the Prime Meridian,RT @eksymons: Extraordinary. The Gallic rooster that sat atop the Notre-Dame de Paris spire before it collapsed in the blaze has been recov…
it,"rome, italy","RT @RorateCaeli: Wonderful!

The copper Rooster that topped the collapsed spire of Notre-Dame de Paris has been found and the debris, with…"
en,"Brooklyn, NY","RT @nicolas_veron: It appears that #NotreDame’s three great roses have survived the heat of yesterday’s fire, perhaps not intact but still…"
en,"Columbus, Ohio","5 years?..not bad. 
TRANSLATION:
POLITICS - In... https://t.co/Bjjiv7oIt0"
