language,location,message
es,,"RT @danniaguerraa: Notre Dame es una tragedia, pero Siria ya lleva 8 años en llamas. https://t.co/tePeTyJOpi"
en,"Kathmandu, Nepal",Cincinnati Councilwoman Calls Reaction to Notre Dame Fire a 'Prime Example of Privilege' - The Ohio Star https://t.co/1eVEFDcnrJ
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Jonesboro, GA","RT @MorceaseBeasley: Just imagine if we prioritized all our children as invaluable cathedrals to save, restore, or build. Maybe financial resources would be donated to ensure all children can read on or above grade level. It’s time to build people. @nytimes⁩ ⁦@CNN⁩  https://t.co/50OqfvM2zQ"
en,,"RT @jcoulon: Magnífica  iniciativa del senador Ignacio Walker, que las empresas madereras chilenas  se pongan con la madera para Notre Dame."
en,,"RT @revistasuper: Não, os ultra-ricos não teriam como acabar com a pobreza no mundo mesmo se quisessem. Mas isso não significa que a desigualdade de hoje seja tolerável. #BlogDoVersi

https://t.co/6VzBLn4miG"
es,Islas Canarias.Reino de España,RT @Carlistas: El incendio de Notre Dame comienza ahora. https://t.co/JwmsL1ONFm
es,,RT @assassinsspain: ¡Durante una semana regalamos Assassin’s Creed Unity en PC en honor a la majestuosa Notre-Dame de París! Puedes descargarlo para Uplay PC aquí: https://t.co/Qf60DflCD7 o en la Ubisfot Store: https://t.co/MRLsDb7EOB https://t.co/gXUl8a4tJi
en,RTs do not equal endorsement,RT @LaTribune: Le financement participatif et la reconstruction de Notre-Dame : les défauts de Quasimodo https://t.co/op9UfsVixs
es,"Sevilla, Andalucía",RT @CGB_ArtDesign: Notre Dame: Francia lanza un concurso internacional de arquitectura para reconstruir la aguja https://t.co/lq0ftlQ3jf
en,TN,"RT @yashar: The rebuild of Notre Dame will be well funded. 

In the past month, three historically black churches in Louisiana were destroyed by a racist arsonist. He has been charged with hate crimes, but these churches need your help. Please join me in donating https://t.co/gj1BcNsGpu"
fr,,"La société lorraine qui restaurait la flèche de Notre-Dame répond aux accusations: ""Beaucoup parlent sans savoir"" https://t.co/tvexsJOpiG"
es,"Río Negro, Argentina","RT @AxelSacca: En su puta vida se acuerdan de Siria, pero se quema Notre Dame y salen hasta de abajo de las piedras a decir ""se preocupan por esto mientras en Siria...""

Seguro los niños de Siria les agradecen mucho su compasión. Pero guarda que los de África se van a poner celosos.

Hipócritas"
en,,"RT @TomLoy247: Former #NotreDame All-American, current @Saints linebacker Manti Te'o talks with #IrishIllustrated about this year's undefeated team, play under defensive coordinator @Coach_Lea, and being part of the pipeline of top talent coming from Hawaii. https://t.co/Ka7H37iaDA

@247Sports https://t.co/Z03PycX2bY"
en,"Wisconsin, USA","RT @thehill: Investigators say electrical short circuit ""likely"" caused Notre Dame fire https://t.co/LCdqoRZQEz https://t.co/ml7OBtVO4A"
pt,"são paulo, brasil","Onde mora o perigo
https://t.co/KEnZNIt5iX"
en,Laniakea Supercluster,"RT @shannonmstirone: If you want to donate money to fix Notre Dame, just a reminder that the institution that is the Catholic Church is one of the wealthiest on the planet. Places in need of your money-Flint, Puerto Rico, your local soup kitchens, etc. The Vatican needs to take this one."
fr,Marseille ☀️,"RT @MadamePeel21: « Plus de 800 millions de dons récoltés en 24h pour la reconstruction de Notre Dame »

Le Téléthon, les resto du cœur et le Sidaction:

 https://t.co/BA6aSv1ScH"
en-GB,,"RT @AgentWaldheim: BREAKING: NOTRE DAME CATHEDEROL, FRANCE...""ARSONIST CAPTURED ON VIDEO,  ""ACCIDENTALLY"" STARTING SEVERAL FIRES NEAR ROOF TOP! SOMETHING FISHY IS HAPPENING WITH THE GOVERNMENT OF FRANCE, THIS VIDEO DISCOVERED AFTER OFFICIALS CLAIMED IT AN ACCIDENT

https://t.co/f8umUpVV3T"
fr,,"RT @FloHeyNo: J’ai beaucoup ri.
Et je préviens que j’ai noté les noms de tous ceux qui ont dit qu’ils étaient Charlie, vous allez pas me la jouer à l’envers sur ce coup-là.

https://t.co/dJ0nQCizpN"
en,,"Putain il commence a me gonfler celui là a jouer les intellos. Parle nous des violences sur conjointe , Ducon ...

https://t.co/RugmD9hRp8"
pt,,"@iAKigAMi_ @Desesquerdizada @Haddad_Fernando @Pirulla25 @ECantanhede Onde eles falaram isso? Não vi, teria como mandar print?
Única coisa q vi, no perfil de Haddad, foi uma crítica ao fato do descaso com as coisas públicas brasileiras, por parte de brasileiro, mas doam pra Notre Dame. É tão errado uma crítica assim? Sabendo q puderam fazer pra 1"
fr,,"RT @dderivery: D'après un sondage @CNEWS , 76% des français veulent une restauration à l'identique de Notre Dame
#NotreDame"
en,(D) M V,"RT @ringfox1: $1 billion raised for the  Notre Dame disaster. I get the history behind the Cathedral.BUT.Why can we not raise that sort of money for under privileged, poor, starving, homeless kids and people at home and around the world? How can a building be more important than those in need?"
en,Kansas,Notre Dame Fire: Here’s What We Know About What Started It https://t.co/tiiNbNaq94 via @FPPTim
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,Buenos Aires,"Stunning and surprising depictions of Notre-Dame  https://t.co/eoMcbYiQlm vía @BBC_Culture
cc: @CyGRIVAROLA"
en,A happy place,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
en,,"RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
en,,"RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
en,"Evansville, IN",Purdue University campus cucking ND as the “Notre Dame” of Indiana is magnificent. Another great KB piece. https://t.co/7SpD4fE9E0
es,"Buenos Aires, Argentina","RT @CuenteroMuisne: “Francia ha conseguido $1.000 millones en donaciones para reconstruir la catedral de Notre Dame.”

Eso no es nada. Acá les regalamos $1.500 millones a Odebrecht, a Rafael y sus secuaces para que construyan una refinería imaginaria."
es,,RT @gvlzquez: Terrible lo de Notre Dame; recuerdo cuando lo escalé jugando Assassin's Creed y me da pavor pensar que pudo pasar mientras yo estaba ahí. https://t.co/WUH0f9zEJS
fr,"Paris, Ile-de-France",RT @ChanceHenri: @fafan32581123 Il y a que qu’eux qui rigolent juste avant d’arriver devant notre dame  monsieur Macron et le premier ministre rigoler également https://t.co/L0O2j2VQlg
en,,"RT @AbdugheniSabit: While the world watches Notre Dame, Mosques are secretly destroyed, #Uyghurs, #Kazakhs have been locked in concentration camps and #Muslims forced to renounce their religion in #Chinese occupied East #Turkistan. https://t.co/2HNt9wd2oQ"
fr,,"RT @LopesInsights: A different geography provokes a different reaction. Notre Dame d'Alep, Syria, 1300 years of history. Who cares? https://t.co/VTSgtJlOC7"
en,"Ontario, Canada","#NOTRE #DAME 

The fire is criminal (the fire started at least in 2 different places, according to LCI, a French TV) ! (during 9 centuries, there was never a single fire in Notre-Dame!) https://t.co/w7EqayUiz2"
en,,"RT @gerdwenzel: Franceses injuriados com a repentina generosidade seletiva dos bilionários. ""Victor Hugo agradece aos generosos doadores dispostos a salvar Notre-Dame e propõe que eles façam o mesmo com os Miseráveis"" disse o filósofo e romancista Olivier Pourriol.  https://t.co/sC1sEyw7Uj"
fr,Thionville,"Je n'ai pas souvenir d'une bande-annonce pour un film d'animation Disney aussi marquante, à part peut-être l'ouverture de Dinosaure qui servait de teaser (et punaise ça claquait au cinéma). Le bossu de Notre Dame est d'ailleurs un de mes Disney préférés des 90's."
en,"Newark, NJ","RT @LopesInsights: A different geography provokes a different reaction. Notre Dame d'Alep, Syria, 1300 years of history. Who cares? https://t.co/VTSgtJlOC7"
en,"Orlando, FL",RT @AhkCam_Ysrl: My Bro took this pic when he visited the Notre Dame cathedral... This is what burned down😂 Praise Yah! https://t.co/torfhXG2aq
es,,RT @jmmulet: Algo deben estar haciendo mal los católicos cuando la misma semana Dios quema Notre Dame y envía una gota fría a la Semana Santa.
es,Ecuador - America del Sur,"RT @CuenteroMuisne: “Francia ha conseguido $1.000 millones en donaciones para reconstruir la catedral de Notre Dame.”

Eso no es nada. Acá les regalamos $1.500 millones a Odebrecht, a Rafael y sus secuaces para que construyan una refinería imaginaria."
es,,RT @HugoSantaromita: Venezuela dona a París un par de gárgolas para la reconstrucción de Notre-Dame. Buena contribución. https://t.co/q2CYq8IWXE
en,"Levelland, TX","RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
en,"New York, NY","RT @PollyTickal: I appreciate Notre Dame, architecture, history and Paris itself but I’m still amazed that so many billionaires and governments can unite and act so quickly to save one building while moving so sluggishly to save the actual planet. https://t.co/2BAzobprMR"
en,"Fremantle, Perth (WA)","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,Venezuela,"Me parece genial que UBISOFT haya donado 500.000 dólares a la reconstrucción de la catedral de Notre Dame. 

Love que me preocupa es que la construyan con Bugs y todo incluído."
en,"Saint-Valery-en-Caux, France","RT @raveuse_: @ColyneCorsini @mscllat Je suis d'accord avec toi, mais c'est juste le fait que pour tout ce qui est environnement etc il y a pas autant d'engouement. Avec tout le respect que j'ai pour notre-dame c'est pas elle qui sauvera la planète"
en,,@kbnoswag Every couch at WVU is Notre Dame
en,,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
pt,,😔😭 https://t.co/bCrMbDxuQA
es,,"RT @Ambitocom: ¿Jesús apareció entre las llamas en el incendio de #NotreDame?

#NotreDameEnLlamas 

Mirá acá:
 https://t.co/MgqIE7QQfP https://t.co/vbmGptg5T5"
en,North Of The Wall,RT @TFL1728: Notre Dame: Symbol of a Failing Culture https://t.co/Q9ZISdL7eH https://t.co/TBDrGKHorA
pt,Porto Ferreira-SP,"RT @esterjorge: a Catedral de Notre Dame recebendo MILHÕES em doações pra ser restaurada, mas as vítimas do ciclone que atingiu 3 países africanos ainda dependem de água e alimentos"
fr,,"RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
en,,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
fr,"Marseille, France","RT @DoubleCordon: ""Montant : 3.35€ 
Arrondir à 4€ pour rebâtir Notre Dame de Paris avec la fondation de France ?"" https://t.co/wljgEM6Jhu"
es,Trincheras de Bastogne,"RT @ParisAMDParis: Henri Cartier-Bresson 
Paris vu du haut de Notre-Dame     1948 https://t.co/8r15qWwZos"
en,Probably doing homework,RT @TheEconomist: The outpouring of grief over Notre Dame is profoundly human—in a particularly 21st-century way https://t.co/8mZDD9uWM4
fr,,"RT @aCactusHuman: Jvois tout le monde pleurer Notre Dame mais quand Poudlard a été détruit pendant la bataille finale y a personne qui a sorti son chéquier, vous avez vraiment pas le sens des priorités."
en,Malaysia,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,"Richmond, CA",RT @EricSpreadsJoy: That sucks about Notre Dame but at least El Cerrito Del Norte Bart station is still intact 🙏
pt,"Sorocaba, Brasil","RT @anitasemgrife: o corcunda de notre dame é um desenho tão bom, com varias criticas sociais importantes e que merecia mais reconhecimento. Se tivesse filme acho que seria o live action mais adulto da Disney https://t.co/NroHFXtUOs"
en,The Ville,"RT @QasimRashid: It's good that billionaires &amp; Govts raised $400M in 5 DAYS to repair Notre Dame Cathedral

So why can't billionaires &amp; Govts find $55M in 5 YEARS to repair Flint water pipes?

Watch where people in power spend their money—&amp; where they won't

Justice is when we fix that imbalance."
en,,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
pl,SILESIA,"RT @delestoile: 🤡 ""Gazeta Wyborcza"" informuje, że z pożaru Notre-Dame ocalały ""relikwie św. Dionizosa"". Hmmm, a relikwie Apollona i Posejdona?
Ich korespondentka Marta Kiełczewska-Konopka napisała też przewodnik po Paryżu. Ale nie daję gwarancji, że to nie po Paryżewie. https://t.co/pq3jYyuxqP"
fr,,"RT @hovohyso: A mettre en parallèle avec :
- les 500 000€ de dons de la ville de Toulouse
- les 500 000€ de dons de la Métropole de Toulouse
- les 1M€ de dons du département de H. Garonne
- les 1,5M€ de dons de la région Occitanie
pour Notre Dame de Paris.

Le tout en moins de 48h. https://t.co/HCaUa691ne"
es,santiago de chile,"@sebastianpinera @bprokurica @joservalente @meconomia @MinMineria_cl Lo único que faltaba donar cobre y madera para reconstrucción para Notre Dame @sebastianpinera  primeramente nuestro país Chile ya estamos aburridos que nos roben , Políticos Corruptos , primeramente nuestro país ..."
fr,Little Zen Place,RT @YassEncore: La Cathédrale Notre Dame après sa réparation de plusieurs milliards d'euros https://t.co/qXSS7aLzy5
es,Puebla del Río,"RT @PascuOnFire: YO ESTUVE EN PARÍS Y VI NOTRE DAME ANTES DE QUEMARSE, ERA PRECIOSA, NOTRE DAME AHÍ TÓ GRANDE ¿TE ENSEÑO FOTOS MIAS EN PARÍS? ESTUVE EL AÑO PASADO, VI NOTRE DAME, LA CATEDRAL, DE PARÍS, ESTUVE YO CON MI HERMANO, VIMOS NOTRE DAME SIN QUEMAR... https://t.co/obxU1A5x9I"
es,,RT @ChurchNewsroom: President @NelsonRussellM of The Church of Jesus Christ of Latter-day Saints wrote words of comfort and encouragement to Pope Francis in the wake of the devastating #NotreDameCathedralFire. https://t.co/IVEzr3VZIq @Pontifex https://t.co/MT7gjzDCOS
en,NoCal,Arsonist Burns Notre Dame Cathedral - Who did it? https://t.co/DVkxr6sAtf via @YouTube gotta admit @Real_Bill_Smith I thought ((( ))) meant Cabal in general. Whoopsy!
en,,"RT @matthewasears: @MaximeBernier So, which part of ""Canadian identity"" is represented by Notre Dame? Is it the religious authoritarianism that the French themselves rejected in 1789? Is it a public monument funded largely by the state, which libertarians like you are supposed to hate? Nah, it's the white people."
en,"Toronto, Ontario","RT @talliedar: Nearly €1 BILLION raised for Notre Dame Cathedral in 48 hours. But not a single federal dime was offered to THREE BURNED BLACK CHURCHES in Louisiana? Yemen is starving to death, Haiti continues to be bankrupt, Puerto Rico struggles to rebuild, and Flint still has no water."
es,"Santiago, Chile","Con la ayuda de cobre y madera para reconstruir Notre Dame, Piñera cree que está jugando Age Of Empires."
en,"England, United Kingdom","RT @abdelghany__: If two men in a world of more than 7 billion people can provide €300 million (£260.19m) to restore Notre Dame, within six hours, then there is enough money in the world to feed every mouth, shelter every family and educate every child. The failure to do so is a matter of will"
en,"Parker, CO","RT @AmyMek: BREAKING: Architect of restorations for Notre Dame Speaks Out! 

Media: ""So your're telling us that this type of timber doesn't burn like that?""

Notre Dame Architect: ""NO, You know, oak that is 800 years old doesn't burn like that....You would need a lot of kindling to succeed."" https://t.co/NBF86wOxDF"
es,Buenos Aires,"No entiendo la diferencia entre una persona que pone plata para restaurar Notre Dame, y una persona que compra una entrada para el lolla. 
Ninguno de esos le dió plata a un necesitado, así que no se porqué se quejan tanto de a dónde va la plata que ni es de ustedes. Dejen vivir."
en,"I've Been Everywhere, Man.  ","@gregmcneilly That and fgm, and acid attacks, and honor killing...and, oh yeah, church burnings.  If you think Notre Dame was a construction fire....  Why is the entire world pandering to the baby-rapist cult known as Islam?"
en,,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,"Houston, TX","RT @BarrySBrunswick: So sad, we should take a moment to reflect. The very last female Yangtze giant softshell turtle on Earth died. Yet another species that is doomed to extinction. While we're all eulogising
about Notre Dame, this has gone almost unnoticed. This cannot be rebuilt people😭😭 https://t.co/a2haxJhgig"
en,"Houston, TX","RT @BarrySBrunswick: So sad, we should take a moment to reflect. The very last female Yangtze giant softshell turtle on Earth died. Yet another species that is doomed to extinction. While we're all eulogising
about Notre Dame, this has gone almost unnoticed. This cannot be rebuilt people😭😭 https://t.co/a2haxJhgig"
ja,中山間地域の農園に出没中。漂白の民。所謂河原乞食、,RT @sasakitoshinao: 期待＞「この5年ほどかけて、大聖堂の内部と外観をレーザースキャナーを用いてスキャンし、3Dの点群データに落とし込んでいた。これによって、修復はより完全なものになるかもしれない」／火災に遭ったノートルダム大聖堂の「未来」は、遺されたデジタルデータが握っている https://t.co/bl9Qq1ITXa
en,Tuscaloosa,"RT @USNatArchives: No building is indestructible, but the @USNatArchives, @Smithsonian, and @librarycongress have invested heavily in retrofitting our historic buildings with fire-suppression systems. https://t.co/jrnLJ7pk6G Op-Ed via @USATODAY"
es,Ciudad de México,"Una catedral ""efímera"" de madera se instalará junto a Notre Dame mientras duren las obras https://t.co/4yR8PiyHfm https://t.co/1l4AAp5Mwd"
en,"CA, Paris, Brooklyn, New Mexico, ?",Sitting around waiting for fact checking on a piece I wrote that should go up tomorrow about Notre Dame and art and such.
en,peterborough,@Johnthemadmonk Well that's probably because the melting point of gold is 1060c and the burning point of wood is 300c so doubt god had much to do with this one. Unless 13 billion years ago when he was setting those temperatures he had the 2019 Notre Dame fire in mind!
en,Singapore,"RT @ronibats: “If two men in a world of more than 7 billion people can provide €300million to restore Notre Dame, within six hours, then there is enough money in the world to feed every mouth, shelter every family and educate every child.” https://t.co/tTWPqS9lrc"
pt,,Brasileira faz doação de R$ 88 milhões para Notre-Dame https://t.co/fssFQp0EyI
en,"Sacramento, CA",The Notre Dame Fire &amp; Our Economic Way of Thinking | 112% Increase In Fentanyl-Deaths in WV | “Incitement to Violence”: The New Call for Censorship - https://t.co/48WkqvXDWW
en-gb,"South East, England","RT @GerardBattenMEP: 875 Churches vandalised in France in 2018. And yet when Notre Dame goes up in flames there is minimal analysis of the possible causes in the MSM, &amp; it is immediately said to be an accident. Maybe, but I would expect to see intense speculation in the media. https://t.co/X74IcBs2HK"
en,Cyberjaya / Alor Setar,"RT @BirdsOfJannah: While the world mourns for the Notre Dame, China is secretly destroying centuries old Mosques and Churches, some of which were architectural heritage sites, and millions of Muslims are bring put in concentration camps #NotreDame https://t.co/R1TwvlH8Gn"
es,,RT @EcuavisaInforma: #Chile ofrece su cobre para reconstrucción de #NotreDame. Esta fue la respuesta del Gobierno francés: https://t.co/MyUuR3EjPL https://t.co/OhM540saPV
en,,"RT @amarinabarbieri: Uma brasileira doou 88 milhões para a catedral de Notre Dame e o brasileiro ao invés de reconhecer a grandiosidade dessa doação, resolveu ofendê-la e cobrar por não ter doado ao museu nacional. Ela foi xingada e ofendida de tudo. 
Mas você sabe quem ela é e tudo o que ela já fez? https://t.co/PCQVNDmmlI"
en,,"RT @bud_cann: President Trump had a conversation with Pope Francis and offered condolences from the U.S.A. for the horribly destructive fire at Notre Dame Cathedral. He offered America’s help with the renovation construction. If anyone can rebuild the Cathedral in five years, Donald Trump can. https://t.co/jRWyfFgrYY"
es,,RT @ActualidadRT: Greta Thunberg compara Notre Dame con el medio ambiente y es incapaz de continuar su discurso de la emoción https://t.co/EeTlgAxkIi
en,,"RT @DoubleCordon: ""Montant : 3.35€ 
Arrondir à 4€ pour rebâtir Notre Dame de Paris avec la fondation de France ?"" https://t.co/wljgEM6Jhu"
en,somewhere in texas,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
en,"Indiana, USA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
ja,いろは歌48字目♪抵抗の感ぜられない空虚な場所,"RT @Nezmi_san: ベテランズトゥデイが元CIA偽旗作戦担当者にノートルダム寺院火災をヒアリング「明らかに偽旗作戦」だと言う。
①マクロンはイエローベスト運動の説明に迫られていた
② エルサレムのアルアクサモスクでも火災発生(意図的な破壊映像もあり)
https://t.co/IxrKckAHOT"
en,a dusty attic,"RT @eugenegu: Whereas Flint doesn’t have clean drinking water, Puerto Rico hasn’t fully recovered, and 3 black churches burned to the ground without comment, Trump offers money to rebuild Notre Dame. That’s not America first. That’s white people first, even if they live in far away countries."
pt,,"RT @marxdeia: Visitei o Museu Nacional do RJ em jan e ele pegou fogo em set. Notre Dame há um ano atrás e tbm pegou fogo.
Penso em visitar o mais rápido possível o Palácio do Planalto..."
es,"Mérida, Yucatán","RT @_elan_: A todos los indignados por las donaciones a la catedral de Notre Dame, les tengo una preguntita; 

¿Por qué ASUMEN que esas mismas personas que han donado a la catedral, no han hecho nunca donaciones a otras causas? 

¿O nomás van por la vida viendo de qué ofenderse? https://t.co/KSWc53V9Ov"
es,,"RT @fernandeznorona: Cada seis minutos mueren de hambre 500 niños en el mundo. Pero como no son Notre-Dame, a los multimillonarios les tiene sin cuidado."
en,"Omaha, NE","RT @ringfox1: $1 billion raised for the  Notre Dame disaster. I get the history behind the Cathedral.BUT.Why can we not raise that sort of money for under privileged, poor, starving, homeless kids and people at home and around the world? How can a building be more important than those in need?"
en,East of Dixie.,RT @TitusNation: Donations to rebuild Notre Dame have topped 1 billion euros. Gods “go fund me” really killed it. I’m just glad the Catholic Church will get pulled out of that hole they’re in.
fr,Guadeloupe,"RT @aCactusHuman: Jvois tout le monde pleurer Notre Dame mais quand Poudlard a été détruit pendant la bataille finale y a personne qui a sorti son chéquier, vous avez vraiment pas le sens des priorités."
es,,"RT @elvisar37949103: Todos llorando por Notre Dame y cuando USA hizo mierda Irak y sus tesoros arquitectónicos, cuna de la humanidad y la civilización, se hicieron los hueones."
en,,RT @AriShaffir: Notre Dame Cathedral was built so boys would have pretty things to look at while their religious leaders fucked their assholes. Those beautiful ceilings were the set dressing for the nightmares of innocents. I'm glad Jews and Muslims finally teamed up to burn that rape hut down.
es,,"Hasta los cojones de q la gente suba historias en Instagram para posturear.
Da igual q sea en una playa en Cuba como otra tras el incendio de Notre Dame , solo para hacerse los interesantes."
en,"Estill, SC","RT @humansofny: “My husband and I are leaving Paris after ten years.  We have so many memories in this garden.  Our first date was at a nearby café.  We ate chicken with coconut sauce and walked down Boulevard St. Michel.  We sat in front of Notre Dame for a long time.  We kissed.  And this..."" https://t.co/1o1k851ZHk"
ja,ff外の画像の持ち帰りは一言下さい,RT @CGdrawing: After the fire of the Notre Dame. https://t.co/vLCGyZfAsB
en,"Washington State, USA",RT @TomlinsonCJ: People talking about who should be trusted to help rebuild Notre Dame. I’ve got a guy who’s just recently become available. https://t.co/gmsnWo9NJc
en,"Ulsan, Republic of Korea","RT @StefanMolyneux: The corporate media: 
Speculating on the cause of the Notre Dame fire is horribly irresponsible! Wait for the facts!

Also the corporate media: (for 2+ years):
Donald Trump totally colluded with Russia to steal an election!"
es,Fondo Norte,"RT @JovenEuropeo: Lo realmente sorprendente es que haya tenido que suceder algo como lo de Notre-Dame para que podamos saber que, solo en 2018, fueron atacadas 875 iglesias en Francia. 875. Un número ocho veces superior al de iglesias asaltadas durante los primeros meses de la II República. 875."
es,,"RT @JovenEuropeo: Lo realmente sorprendente es que haya tenido que suceder algo como lo de Notre-Dame para que podamos saber que, solo en 2018, fueron atacadas 875 iglesias en Francia. 875. Un número ocho veces superior al de iglesias asaltadas durante los primeros meses de la II República. 875."
en,,"RT @btillo: Leo que a muchos de ustedes no les está gustando que donen tantos millones a Notre Dame.
Cada quien sus millones no?
Yo por eso guardo mis cinco pesitos pal rikopollo."
en,"England, United Kingdom","RT @GerardBattenMEP: 875 Churches vandalised in France in 2018. And yet when Notre Dame goes up in flames there is minimal analysis of the possible causes in the MSM, &amp; it is immediately said to be an accident. Maybe, but I would expect to see intense speculation in the media. https://t.co/X74IcBs2HK"
en,SP,"RT @GTMacalossi: Para quem acha que o incêndio é a pior coisa que poderia acontecer com Notre Dame.

https://t.co/ob8oPFgTYR"
en,"Fresno, CA","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
