language,location,message
en,"Vancouver, British Columbia","RT @UyghurBulletin: While the world mourns the Notre Dame, #China is secretly destroying hundreds of years old mosques in East Turkestan. Video by @OnePathNetwork https://t.co/F4PZo6FiT1"
en,En eterno estado de catarsis,"RT @OuhPlease: Qué onda la gente quejándose porque van millones de donaciones para Notre Dame y nada para África, loco, ¿tú donas algo? ¿Donas esa plata de cigarros, fiestas, alcohol, drogas, cosas innecesarias a la hambruna mundial? NO, so vamos calmándonos que nadie se mete en tu bolsillo."
en,USA,RT @CardinalDolan: Today I announced the From Saint Patrick’s to Notre Dame Fund as a way for people from @NY_Arch to help rebuild the magnificent house of faith and monument to civilization in Paris. To learn more or donate go to: https://t.co/OSAzAcsyXA https://t.co/ZIhGqcnRdk
en,,"RT @QasimRashid: Black church burns
•Beck: ¯\_(ツ)_/¯

2nd Black church burns
•Beck: ¯\_(ツ)_/¯

3rd Black church burns
•Beck: ¯\_(ツ)_/¯

Culprit is white supremacist
•Beck: ¯\_(ツ)_/¯

Notre Dame Burns due to human error
•Beck: How can I blame Muslims for this??

🤔
https://t.co/VvEGKOpvd5"
en,,"RT @FDNY: #FDNY Probationary Firefighters carry American and French flags in their final Spirit Run before graduation as a show of solidarity and support for @PompiersParis, who deployed 400 Firefighters to bravely battle the fire at Notre Dame earlier this week https://t.co/9nJCEyIpxg"
en,,"RT @FaithGoldy: ISIS fanatics warn of a future attack on fire-ravaged Notre Dame...

Meantime, officials seem to have performed the quickest investigation in human history ruling out arson and terror (while the church was still in flames).  https://t.co/dUijokaB8P"
fr,Guinée,Quand des chefs d’Etat africains pleurent Notre-Dame et restent de marbre face aux malheurs de le... https://t.co/8z6uVU1d22
fr,,RT @F_Desouche: Thuram trouve « bizarre » que l’incendie de Notre-Dame suscite bien plus d’émotions que la situation des migrants https://t.co/v2D0rUa8HD https://t.co/atti6kmohh
en-gb,Dreamville,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
es,"Barquisimeto, Venezuela",RT @HugoSantaromita: Venezuela dona a París un par de gárgolas para la reconstrucción de Notre-Dame. Buena contribución. https://t.co/q2CYq8IWXE
tr,,RT @MartinelliF: Istanbul developers offer plan for Notre Dame https://t.co/GXIgtq3I0E
en,United States,"RT @iheartmindy: How would a fire that’s already suspicious as hell just magically start in two completely different places?

What’s the lottery up to? Since it’s clearly time to by a ticket....ugh.
https://t.co/bsYWywdUNN"
en,Everywhere,RT @business: Emmanuel Macron has promised to rebuild Notre Dame. So why didn't he pay to maintain it in the first place? https://t.co/OT6gIAbVVG via @bopinion
en,"Cedar Lake, IN",RT @herecometheiris: RETWEET IF YOU LOVE NOTRE DAME FOOTBALL ☘️🏈 https://t.co/RmQ2ueASu4
en,| New Paradigm Refugee Camps |,Notre-Dame fire: Temporary wooden cathedral proposed https://t.co/IJLftuWnd1
es,colombia,RT @ActualidadRT: Greta Thunberg compara Notre Dame con el medio ambiente y es incapaz de continuar su discurso de la emoción https://t.co/EeTlgAxkIi
en,United States,What about Puerto Rico and Flint Michigan? Fuck Notre Dame
en,Australia,"RT @Senator_Assange: .
This amazing view of what's left of Notre Dame Cathedral...

Oh, don't you recognise it? 

It's the Notre Dame Cathedral in Aleppo in Syria...

#NotreDame https://t.co/ut9BT2c8gj"
en,Australia,"RT @Senator_Assange: .
This amazing view of what's left of Notre Dame Cathedral...

Oh, don't you recognise it? 

It's the Notre Dame Cathedral in Aleppo in Syria...

#NotreDame https://t.co/ut9BT2c8gj"
en,,"RT @GrogsGamut: Oh get stuffed. 

Christians 'under siege', says Sydney archbishop following Notre-Dame Cathedral fire https://t.co/oLmctCZVF1 via @smh"
en,"Wellington City, New Zealand",RT @AedryAbsalon: I know that the Notre Dame is a very important landmark but the fact that billionaires have pledged over 600 million dollars in under 24 hours to help fix it just really puts into perspective how easily rich people could help solve world issues if they cared.   (c) Mar
es,,"RT @CaraotaDigital: Bomberos temen por el frontón de las fachadas laterales de #NotreDameEnLlamas             ,.             https://t.co/NXTGIgM5bS"
en,Dimmsdale,RT @raerae7892: i really wish the famine in Yemen received the same media attention that Notre Dame received https://t.co/xvonfT4eG9
en,Jakarta Indonesia,RT @RussVet1: Creepy Photograph Tells Us What The MSM And 'Global Govt' Never Will:  Notre Dame Cathedral statues were 'Beheaded' by Islime - Why Were The 12 Apostles  And 4 Evangelists Statues REALLY Beheaded?  get it .. the same ones who started the fire      https://t.co/Bqx1y37ryb … https://t.co/FY2oEnNmyZ
en,,RT @EdwardPentin: Father Jean-Marc Fournier: “I asked Jesus — and I really believe he is present in these hosts — to fight the flames and preserve the building dedicated to his mother.” https://t.co/kji51F4Kk1 @NCRegister
es,Colombia,Comité Olímpico pondrá dinero para reconstrucción de catedral de Notre Dame https://t.co/ILNWJ9O3vs
en,"Tulsa, OK",Enough already from these whites sepulchers. This is the symbol of the very Catholic Church that they despise. Hypocrisy and hatred combined and packaged in those who claim to be worshipers of the prince of peace. https://t.co/UJRaGezt5b
es,"Culiacán, Sinaloa","RT @fernandeznorona: Cada seis minutos mueren de hambre 500 niños en el mundo. Pero como no son Notre-Dame, a los multimillonarios les tiene sin cuidado."
en-gb,North Vancouver,"RT @BillyArmagh: Before the news cycle moves on, please notice and absorb this fact: in a few hours, three billionaires shrugged, yawned, and dropped $752,652,500.00 to rebuild Notre Dame, and that was spare change.

Imagine what we’d build if we taxed our resources back from billionaires."
en,,"RT @pzf: Notre Dame was built in the 13th century, but it was ransacked in the French Revolution and largely rebuilt in the 1840s. 

The spire that just fell went up about 150 years ago.

https://t.co/IipEqhJrVt"
en,"Chicago, IL","@getbusy5 @willsommer Ah, this is the thinking that produced such great ideas like Michelle Obama very publicly visiting Paris while executing her plan to burn down Notre Dame."
es,Chile,"Piñera ofreció cobre y madera para reconstruir la catedral de Notre Dame. 
CP https://t.co/71O6CfMvpA"
en,,RT @TIME: France pays tribute to the firefighters who saved Notre Dame Cathedral from collapse https://t.co/1gsddFZPHq
ja,,"RT @akkorin4949: ノートルダム大聖堂の建設デジタル化済みで再建に光！？
https://t.co/fUskPrdHRI

デジタル化したアンドリュー・タロンは2018年12月に亡くなっていますが、タロンの師である歴史的建造物の先駆け者であるロバート・マークも2019年3月に亡くなっていました。
https://t.co/Wyv6svc2cT
何か奇妙ですね。 https://t.co/Hg3trSfyji"
en,"Richmond, VA","RT @WritesTruths: Re: Notre Dame Cathedral. I took my kids to Paris when my youngest was 9 yrs old. She caught a bug. We attended a holy day mass and mom👋🏼 insisted on sitting in the front row🤓. 

During the processional of Cardinals &amp; Bishops she projectile vomited🤮all over the lot of them."
fr,"Londres, Angleterre",Donc donner quelques millions pour Notre Dame fait bcp de sens pour une compagnie qui est autant liée à l’art et l’artisan.
en,"Atlanta, Georgia","RT @radicalalert: Wait, but the Leftists tell us that Trump only cares about himself and is the worst human ever to walk the Earth... https://t.co/93g5LIAH9w"
en,Earth & Digital World,"RT @sarah_edo: This is *incredibly* well done and a great example of how scrollytelling in data visualization and 3d help reduce cognitive leaks and aid our understanding:

https://t.co/bTzqEquyDf"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
pt,"Natal, Brazil",RT @NexoJornal: O Supremo em choque com o Ministério Público e com a imprensa. O fim da política de valorização do salário mínimo. O pacote para os caminhoneiros. O fogo na catedral de Notre-Dame. Assista: https://t.co/g8XqnM9r6n
es,Ciudad Autónoma de Buenos Aire,"RT @AxelSacca: En su puta vida se acuerdan de Siria, pero se quema Notre Dame y salen hasta de abajo de las piedras a decir ""se preocupan por esto mientras en Siria...""

Seguro los niños de Siria les agradecen mucho su compasión. Pero guarda que los de África se van a poner celosos.

Hipócritas"
es,"Rosario , Sante Fe","RT @EugeGimenez7: Que hipócritas donando millones para Notre Dame y cuando dijeron que free cerraba por peligro de derrumbe miraron todos para otro lado, garcas"
es,,"RT @ashvictorCC: Mi abuela, a que no sabes quién es el culpable del incendio de Notre-Dame?? El @auronplay ese lo acabo de leer"
fr,,RT @confucius___: 1 milliard d’euros rassemblés pour Notre-Dame et pour eux on en fait quoi ? https://t.co/psQD5I06KG
fr,Library | New acc',"RT @LaeVikk_ing: Les filles m'aiment bien parceque je suis un peu mystérieux aux récrés je m’assoi sur un banc avec ma capuche et la tête baissé et quand qqun passe à coté de moi je chuchote des truc genre ""Nous rebâtirons Notre Dame en cinq ans"", ça ne veut rien dire mais ça fait mystique"
es,Comisariato Di Vigata,"RT @MargaWirkierman: Casualidades? en 2001 caen las Torres Gemelas, Sale campeon Racing y cae el Gobierno Argentino.
En 2019 arde la Iglesia de Notre Dame, sale campeon Racing, y..........
#DerrumbePRO 
#HiperMacrisis"
ko,A Place in Space..,"RT @nntaleb: Obama, many of the destroyed Syrian churches and monuments PRECEDE Notre Dame. https://t.co/Bm7Va4BDS0"
en,,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
es,"Monterrey, Nuevo León",RT @ActualidadRT: Greta Thunberg compara Notre Dame con el medio ambiente y es incapaz de continuar su discurso de la emoción https://t.co/EeTlgAxkIi
en,"Orange, CA","RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
en,"Texas, USA",RT @herecometheiris: RETWEET IF YOU LOVE NOTRE DAME FOOTBALL ☘️🏈 https://t.co/RmQ2ueASu4
en,Porto Alegre,"RT @amarinabarbieri: Uma brasileira doou 88 milhões para a catedral de Notre Dame e o brasileiro ao invés de reconhecer a grandiosidade dessa doação, resolveu ofendê-la e cobrar por não ter doado ao museu nacional. Ela foi xingada e ofendida de tudo. 
Mas você sabe quem ela é e tudo o que ela já fez? https://t.co/PCQVNDmmlI"
fr,Sanseux,"Par contre, je ne trouve pas bizarre que Thuram, footeux et cogneur, soit plus ému par des migrants qui ont la même culture et la même origine que lui, que par l’incendie d’une Cathédrale bâtie par nos ancêtres il y a 800 ans. 
C’est cohérent.  https://t.co/131csCbS0a"
en,"toronto, ontario","RT @samike88: #NOTRE #DAME FIRE.  Very suspicious !
“All I can say for the time being is that at the moment of the fire, absolutely none of the employees of my company was present on site”.

https://t.co/oI9el5CWGf https://t.co/w7EqayUiz2"
en,"NORTH Carolina, USA",RT @realDonaldTrump: Just had a wonderful conversation with @Pontifex Francis offering condolences from the People of the United States for the horrible and destructive fire at Notre Dame Cathedral. I offered the help of our great experts on renovation and construction as I did....
en,Dallas/Fort Worth,"RT @samspiegs: Arlington ATH Jahari Rogers picks up a Notre Dame offer @BGI_DMcKinney @truebuzzgroup 

Profile: https://t.co/bNoGi36CdQ https://t.co/DYAPGHOQsF"
en,w/ my squad,"@bre_brelopez People are being helped in many ways, so the $5 million provided to rebuild the Notre Dame church should be looked at as a gift, not a misuse of money."
en,,"RT @ramzpaul: ""Christianity is our number one enemy throughout history.""

https://t.co/UHyrTyQNOP"
es,,"Guatemala donará a Francia un par de gárgolas para la reconstrucción  de la catedral de Notre Dame. ""Zury"" #Guatemala #NotreDame #gargolas https://t.co/OCu0VauwOs"
pt,,"RT @jeferson: Dois dias após o incêndio do Museu Nacional, Bolsonaro debochou e disse “já pegou fogo, quer que faça o quê?”. Duas horas após a tragédia de Notre-Dame, ele manifesta “profundo pesar” ao povo francês. Nunca houve Presidente tão vira-lata q desprezasse tanto nossa própria história"
ja,,RT @camparired: 世界中のアーティストが描くノートルダム大聖堂への想い。https://t.co/YjCPgneNMM https://t.co/7rUfvbQd2J
fr,Zedel Clan :,"RT @DoubleCordon: ""Montant : 3.35€ 
Arrondir à 4€ pour rebâtir Notre Dame de Paris avec la fondation de France ?"" https://t.co/wljgEM6Jhu"
es,madrid,"RT @ashvictorCC: Mi abuela, a que no sabes quién es el culpable del incendio de Notre-Dame?? El @auronplay ese lo acabo de leer"
es,,RT @Camila_Cabello: my heart is breaking seeing the fire at notre dame. I’ll never forget walking in the first time in Paris and being in awe of the beauty of it. 💔
es,,RT @Camila_Cabello: my heart is breaking seeing the fire at notre dame. I’ll never forget walking in the first time in Paris and being in awe of the beauty of it. 💔
en,,"RT @calebm__: so sad about what happened to notre dame, here’s a pic of when I studied abroad in paris to show that I care more than the rest of you https://t.co/odKjm30tbX"
en,DEATHRAY,"RT @LeeDawsonPT: Notre Dame: Our roof collapsed.
Billionaires: Omg are you okay, here's $100m.
Flint: We haven't had clean water in five years.
Billionaires: https://t.co/933MFHHX7p"
fr,Grenoble,Faire un tweet en disant combien vous avez donné pour Notre Dame ne fait pas de vous des meilleures personnes https://t.co/NJrARbwhNu
en,"Milky Way, Virgo Supercluster","Roll my eyes a little at the people mad others are so upset about Notre Dame when there is so much else going wrong around the world. OF COURSE! Always people who are sick, hungry, jobless; animals hurting, dying. We are allowed to be concerned about lots of different things."
en,"Wellington, FL","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
fr,,"RT @olbesancenot: Une société qui promet de reconstruire la flèche de Notre Dame en 5 ans et qui laisse mourir sur ses trottoirs 566 SDF en 2018 faute de toit, alors qu’existe la loi de réquisition des logements vides, est une société qui ne tourne pas rond !"
es,ETSAS,"RT @furrrciet: Ahora que ya has acabado de llorar por Notre Dame y de poner fotos de cuando fuiste hace dos años, recuerda que tenemos esto en León y que no has ido en la vida, Hulio. https://t.co/EEINRghfuO"
fr,,"RT @aCactusHuman: Jvois tout le monde pleurer Notre Dame mais quand Poudlard a été détruit pendant la bataille finale y a personne qui a sorti son chéquier, vous avez vraiment pas le sens des priorités."
en,Allez voir mon site.,"Ok fait que Notre-Dame-de-Paris, faudrait laisser ça en ruine étant donné les changements climatiques, les famines, les guerres, Donald Trump, etc..."
en,"Austin, Texas","Corto circuito es causa probable de incendio en Notre Dame
https://t.co/wTnZfzY7NZ https://t.co/dIDXFDHLTc"
en,"Hamilton, Ontario","RT @daltonhiggins5: ""If two men in a world of more than 7 billion people can provide 300 million Euros to restore Notre Dame, within 6 hours, then there is enough money in the world to feed every mouth, shelter every family &amp; educate every child. The failure to do so is a matter of will"" #NotreDame https://t.co/roqfTeNB1r"
en,"Greenville,NC","RT @ringfox1: $1 billion raised for the  Notre Dame disaster. I get the history behind the Cathedral.BUT.Why can we not raise that sort of money for under privileged, poor, starving, homeless kids and people at home and around the world? How can a building be more important than those in need?"
en,"Medellín, Colombia","RT @EmmanuelMacron: Personne n'oubliera les premières minutes. La France, sidérée, voit la flèche de Notre-Dame s'effondrer. Et tout de suite, ils prennent tous les risques pour sauver ce qui peut l'être. En mémoire de cette nuit, ils recevront la Médaille d'or pour acte de courage et de dévouement. https://t.co/UfHybHkVE2"
en,,RT @FersiFarah: Belle NOTRE DAME De Paris ❤️ https://t.co/RK81dFgGh9
en,New York State,"RT @omarsuleiman504: “There is an actual terrorist that burned down three black churches in Louisiana. How many times have you seen his face and his name in the news? But because the idea of Muslim terrorism is so prevalent,... https://t.co/ZAvc2hNc7l"
fr,,"RT @CocardeEtud: 📢🔴 Nous étions ce midi devant le ministère de l'Enseignement supérieur pour dénoncer les propos indécents de l' #UNEF sur #NotreDame.  STOPPONS immédiatement leur financement public !

📝Signez la pétition pour #DissolutionUNEF ➡️ https://t.co/BtDwE26m4o https://t.co/9Lx05HEOYO"
en,Australia,"RT @PrisonPlanet: Elitist architects reacted to the fire which tore through Notre Dame by arguing that the rebuilding should not reflect “white European France.”

One of them literally said: ""Its burning feels like an act of liberation”.

https://t.co/l4L4ybWZPJ"
es,,RT @gvlzquez: Terrible lo de Notre Dame; recuerdo cuando lo escalé jugando Assassin's Creed y me da pavor pensar que pudo pasar mientras yo estaba ahí. https://t.co/WUH0f9zEJS
en-gb,"Brussel, België","“If the ultra-rich can chuck in so many millions of euros for a building, then what stops them ending hunger and poverty?” https://t.co/pcBtojRE64"
en,Panama,@ballgameskeith Notre Dame
es,,RT @_chino_santos: Las gárgolas de Notre Dame que se salvaron. https://t.co/nGbqFxGQ8x
en,"Tallahassee, Florida","RT @IamGMJohnson: The 3 Black churches have now raised a little over 1.2 million dollars. Notre Dame has reached 1 billion in donations.

The 3 Black churches need about 600k more to be rebuilt. We can do this.

https://t.co/MFf8y2lRVG"
es,CAMPEÓN SUDAMERICANO DE TKD,"RT @Lic_LisaForever: Veo mucha gente donando plata para que reconstruyan Notre Dame pero nadie dona para que le reconstruyan el orto a boca.

Y la empatía?"
fr,,RT @Onesi__: Le président de la Guinée a osé donner 1miliard pour la reconstruction de Notre Dame mdrr mais qu’elle fdp ce negre de maison  et en plus il demande à  ses confrères de faire pareil incroyable et pdt ce temps sur le même continent d’autre meurent de faims
es,,"RT @JovenEuropeo: Lo realmente sorprendente es que haya tenido que suceder algo como lo de Notre-Dame para que podamos saber que, solo en 2018, fueron atacadas 875 iglesias en Francia. 875. Un número ocho veces superior al de iglesias asaltadas durante los primeros meses de la II República. 875."
en,"East Kilbride, Scotland",RT @paddymullaney19: French President releases statement about Notre Dame tragedy: https://t.co/EBSggf381g
en,,"RT @Africarevolt: Burned Cathedral Notre-Dame, Paris. 
Rich people in France are donating money to rebuild thier shrine. Why ignorant people in Africa are deliberately burning down thier shrines and natural heritages.. https://t.co/7Yh18Uwr5y"
en,east coast,"RT @ringfox1: $1 billion raised for the  Notre Dame disaster. I get the history behind the Cathedral.BUT.Why can we not raise that sort of money for under privileged, poor, starving, homeless kids and people at home and around the world? How can a building be more important than those in need?"
es,"San Luis Potosí, México","RT @Beatriz32845534: Aquí está la gargola que donará también el pueblo guatemalteco para Notre Dame⤵
#DonaUnaGárgola https://t.co/wTlToRVOoB"
en,We're in the Endgame now,"RT @BacarIsmael1: @ashura95tkt @Til_cara @mariejulien ""arrondissez votre achat de 2€ a 148€ pour Notre-Dame"
en,Thailand - Phoket,israeli Rabbi Shlomo Aviner says burning of Notre Dame cathedral was Divine retribution for the burning of the Talmud. @SE25A https://t.co/d6cnl8im2F
en,,RT @ChanceHenri: @fafan32581123 Il y a que qu’eux qui rigolent juste avant d’arriver devant notre dame  monsieur Macron et le premier ministre rigoler également https://t.co/L0O2j2VQlg
en,"Jakarta, Indonesia","RT @BirdsOfJannah: While the world mourns for the Notre Dame, China is secretly destroying centuries old Mosques and Churches, some of which were architectural heritage sites, and millions of Muslims are bring put in concentration camps #NotreDame https://t.co/R1TwvlH8Gn"
en,#Beto2020,"RT @zaralarsson: I know someone probably already said this but it's so funny to me how the billionaires untied and came up with hundreds of millions for the Notre Dame within days while people still don't have clean water to drink. Yall can fix it, yall just don't care."
en,"Konohagakure, Land of Fire",Since when was the Notre Dame worth more than people?
en,The Netherlands,https://t.co/EC4lhLxNde
en,"Los Angeles, CA",RT @charleshtweet: FDNY Spirit Run honors firefighters who battled Notre Dame fire https://t.co/AhpTav5CRL #FDNY #France #News #NewYork #NotreDame
en,"Atlanta, GA","RT @hermanos: Extremely hot take incoming but France should probably donate a lot of the free dollars they’re getting for Notre Dame to Haiti, cuz when Haiti declared independence France charged them billions of dollars for the “theft” of their slaves. It took almost 150 years to pay off."
en,,"RT @olbesancenot: Une société qui promet de reconstruire la flèche de Notre Dame en 5 ans et qui laisse mourir sur ses trottoirs 566 SDF en 2018 faute de toit, alors qu’existe la loi de réquisition des logements vides, est une société qui ne tourne pas rond !"
en,California,"RT @EWTN: The Crown of Thorns was locked in a safe, and the Blessed Sacrament under a shower of molten lava... so how could anyone recover them? https://t.co/fjYPPD0stJ"
en,Guinea,"RT @LopesInsights: A different geography provokes a different reaction. Notre Dame d'Alep, Syria, 1300 years of history. Who cares? https://t.co/VTSgtJlOC7"
en,"Lille, France","RT @EcrisioFX: Notre-Dame : *récolte des millions d'euros de don en 2/3 jours*

Les enfants en Afrique : https://t.co/hzuWu1262P"
es,Madrid,"RT @ElAbu__: 8500 niños mueren de hambre al día, pero muchos famosos,  políticos y MILLONARIOS, se han dedicado durante días a sacar pecho y donar millonadas para Notre Dame, mientras exista un solo niño que no tenga para comer, estas cosas jamás podré entenderlas
Lo siento https://t.co/EBMEFGwErn"
pt,,"RT @amarinabarbieri: Uma brasileira doou 88 milhões para a catedral de Notre Dame e o brasileiro ao invés de reconhecer a grandiosidade dessa doação, resolveu ofendê-la e cobrar por não ter doado ao museu nacional. Ela foi xingada e ofendida de tudo. 
Mas você sabe quem ela é e tudo o que ela já fez? https://t.co/PCQVNDmmlI"
es,,RT @jessijarma: No seré Notre pero Dame
es,,"Chicos no se porque se sorprenden tanto por Notre Dame, la grieta SIEMPRE fue abismal. De un lado está el hambre, la ignorancia y la resignación y del otro, la avaricia y el egoísmo personificados. Es como si no tuviesen consciencia social, es como si vivieran en una burbuja +"
es,Ituzaingo Corrientes Argentina,RT @Mar__Dominguez: qué carajo les importa si un señor francés que caga euros quiere donar 374783 millones para arreglar notre dame. ustedes se gastan la plata en droga y en birra en vez de dársela a alguien que no tiene para comer y nadie les dice nada. nada les viene bien culiados
en,,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,arkansas,Watching the Hawks  Mueller Report’s Lackluster Conclusion &amp; Notre Dame’s Possible ‘Assassin’s Creed’ Future https://t.co/hMkXg5K0FR https://t.co/DoxoYp8MsG
fr,,RT @drxgan: La barre du milliard d'euros de dons pour la reconstruction de Notre-Dame a été franchie en 24 heures. 267 milliards d'euros suffiraient à éradiquer la faim dans le monde. Quand l'Homme accorde davantage d'importance à son patrimoine culturel qu'à la vie de 800 millions d'affamés
en,Hong Kong,edgelords really b making jokes about hiroshima n 9/11 but have the equivalent of a mental stroke when someone says the notre dame fire wasn’t a big deal because nobody died
en,Hong Kong,edgelords really b making jokes about hiroshima n 9/11 but have the equivalent of a mental stroke when someone says the notre dame fire wasn’t a big deal because nobody died
es,"Xalapa, Veracruz.",Ojalá que la devastación del planeta nos moviera tanto como el incendio en Notre Dame https://t.co/GdhDFfK311
fr,,"RT @salouperi: Notre-Dame par si
Notre-Dame par la
Notre-Dame Notre-Dame Notre-Dame moi j'ai une tête comme ça"
en,Kuala Lumpur City,"Kikikikiki, what a scam. Anyway, read. Jesus standing in Notre Dame cathedral fire? [PHOTOS] https://t.co/7I2J25bZlo"
en,"Oklahoma City, OK","RT @QasimRashid: It's good that billionaires &amp; Govts raised $400M in 5 DAYS to repair Notre Dame Cathedral

So why can't billionaires &amp; Govts find $55M in 5 YEARS to repair Flint water pipes?

Watch where people in power spend their money—&amp; where they won't

Justice is when we fix that imbalance."
en,,"RT @Watheq25: Masjid AlAqsa is 128 years older than Notre Dame, one of Islams holiest sites, and is literally under attack all the time. It was burning the same night the Cathedral, but no one gives a shit cause it's in Palestine. https://t.co/PDowTy3Kor"
en,"Cambridge, MA",RT @nosoygringo1: If Jesus were alive he’d want billionaires to donate to the Flint water crisis and not to help rebuild Notre Dame.
en,Kanto Region,RT @kbnoswag: The 'Notre Dame' Of Each State https://t.co/JCWHNVhKr4
es,,"RT @CamilaBearzi_: Cada uno gasta su plata como se le canta el orto, pero la cantidad de miles de euros que pusieron para reconstruir Notre Dame, me hizo dar cuenta de lo fácil que se resolverían problemas mundiales si a estos multimillonarios les importaran"
es,,RT @tictoc: Assassin's Creed could help rebuild Notre Dame @Ubisoft https://t.co/XcCM55E0hf
es,Quilmes,@IgnacioRiverol @Nobady34477547 No le sirven signos potentes como el incendio de Notre Dame al comienzo de la Semana Santa. Es un hereje ....
es,"UNAM, CDMX","RT @CaraotaDigital: El día después del infierno, lo que quedó de #NotreDame             .*             https://t.co/16ybG7gjP0"
fr,,RT @The_Smokin_Bear: @Fiefienix @FrDesouche Et alors ? On peut le vendre pour réparer Notre-Dame ? 🤔😏
en-gb,,"RT @daltonhiggins5: ""If two men in a world of more than 7 billion people can provide 300 million Euros to restore Notre Dame, within 6 hours, then there is enough money in the world to feed every mouth, shelter every family &amp; educate every child. The failure to do so is a matter of will"" #NotreDame https://t.co/roqfTeNB1r"
en,Brightion & Hove,Billion Dollars Has Been Raised For Notre Dame Cathedral But We Can't Fix The Planet https://t.co/Ztd0ITXHp6
en,,"RT @chaminda_vaas: If two men in a world of more than 7 billion people can provide €300million to restore Notre Dame, within hours, then there should be enough money in the world to feed the hungry, shelter every family and educate every child.
🌒Something to think about."
en,In ya brain,"RT @ringfox1: $1 billion raised for the  Notre Dame disaster. I get the history behind the Cathedral.BUT.Why can we not raise that sort of money for under privileged, poor, starving, homeless kids and people at home and around the world? How can a building be more important than those in need?"
en,chipman.new brunswick. canada,"RT @ImMatthew_Davis: How sad to feel blessed having seen the Twin Towers and Notre Dame before their ruin.
But I did, and I am grateful."
en,Perth,"RT @kayaburgess: FACT-CHECK:  'Oak trees were specially planted at Versailles in 19th century to restore Notre Dame's wooden frame if needed'

FALSE ❌

Château de Versailles confirms: ""The rumour circulating on social media is false.""

Says it has ""no basis in historical fact""."
en,United States,"RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,"Kortrijk, België",RT @suley_ut: Mensen doen phel Notre Dame was hun osso
en,Bogotá,"RT @PoliticaHeroica: Un extraño caminante fue observado en uno de los torres de la catedral de Notre Dame, mientras la emblemática estructura se estaba incendiando. ¿Será que intentaron quemar la catedral? #Paris https://t.co/7VoHK4QjdJ"
es,Madrid,RT @aschapire: Se espera que las donaciones prometidas para reconstruir Notre-Dame superen hoy los mil millones de euros. Hay quejas de que se encuentre tanto dinero y tan rápido para esto y no para otros asuntos.
en,"daddy’s timeline, travis & big sean noticed","7,5 billion people, it’s as you said OUR planet and you except French people to solve the problem and save earth while y’all do nothing? no. they’re gonna save notre dame, it’s part of their culture, who they are, this is important, so you better shut tf up https://t.co/ZvUaOWd0lK"
en,"Stamford, CT",RT @kbnoswag: The 'Notre Dame' Of Each State https://t.co/JCWHNVhKr4
en,UNITED STATES OF AMERICA,RT @chriscol22nd: Quebec: Muslim politician who said Notre Dame fire was “wrath of Allah” worked for Hamas-CAIR in Canada https://t.co/IxNhX0bxOa via @pamelageller THE FIRE AT NOTRE DAME SURE MADE THE MUSLIMS HAPPY
en,RaAb,"RT @NiezaleznyPolak: Izraelski rabin twierdzi, że pożar Notre Dame był zapłatą, za palenie Talmudu we Francji w 13 wieku. 
Zapomina jednak dodać dlaczego palono wówczas talmud. Czyż nie za mordowanie przez żydów chrześcijańskich dzieci podczas żydowskie obrządków religijnych? https://t.co/EnfCspMiJf"
en,"Sunderland, UK","RT @BellaLack: Deeply sad about Notre Dame, but shocked at the hypocrisy of humanity. 

We destroy over 150 acres of rainforest every minute and do not give it a second thought, yet fall into mourning at the loss of a building. https://t.co/JgRkrYbQFM"
en,Votorantim SP,"RT @marcogomes: Vamos falar do nosso presente que parece um futuro distópico? A França tem tecnologia p/ reconstruir a Notre Dame exatamente como era (scans 3D e laser, bilhões de fotos e vídeos etc), mas não tem mais árvores p/ restaurar a igreja nos mesmos materiais https://t.co/H2KOMcQQHA https://t.co/hp9ulgpCST"
